epoch	train/d_loss	train/g_loss	train/lr
192	1.0245892	447.17526	0.00016
193	0.63779277	446.41678	0.00016
194	0.67599523	446.13907	0.00016
195	0.823251	446.38583	0.00016
194	1.0916206	445.89767	0.00016
195	0.50568515	446.10147	0.00016
196	0.47267935	444.46243	0.00016
197	0.95118064	445.65482	0.00016
198	0.85599643	446.90024	0.00016
199	0.54458266	444.2037	0.00016
200	1.5933491	445.29922	0.00016
201	0.6225298	444.11124	0.00016
202	0.48814735	443.27628	0.00016
203	1.1115481	443.63672	0.00016
204	0.5045082	442.76956	0.00016
205	0.55925024	442.6933	0.00016
206	0.48319992	441.79654	0.00016
207	0.9905865	442.777	0.00016
208	0.89199144	441.5495	0.00016
209	0.5059982	441.6409	0.00016
210	0.46454215	439.75027	0.00016
211	1.1128166	442.5999	0.00016
212	0.6812244	439.89648	0.00016
213	0.5075191	442.31207	0.00016
214	0.42327324	439.5752	0.00016
215	1.4817168	441.27963	0.00016
216	0.55046475	439.69745	0.00016
217	0.5831559	440.17084	0.00016
218	0.7465369	438.24304	0.00016
219	0.627497	439.11343	0.00016
220	0.8611901	438.23224	0.00016
221	0.5029033	438.5749	0.00016
222	0.65297616	437.5365	0.00016
223	0.44270465	436.88028	0.00016
224	1.3738755	437.35864	0.00016
225	0.59283704	436.97345	0.00016
226	0.40968403	435.58514	0.00016
227	0.6855419	435.27963	0.00016
228	0.9349382	436.3735	0.00016
229	0.44857705	434.78174	0.00016
230	0.41099992	434.44302	0.00016
231	1.1695118	435.60217	0.00016
232	0.6954707	434.28372	0.00016
233	0.41586456	436.42365	0.00016
234	1.010084	434.81494	0.00016
235	0.5708297	434.92007	0.00016
236	0.9903179	433.48615	0.00016
237	0.44685808	432.87793	0.00016
238	0.5654904	432.48038	0.00016
239	0.40758863	432.55795	0.00016
240	0.43029517	432.95862	0.00016
241	1.070491	433.11444	0.00016
242	0.43797502	431.3246	0.00016
243	0.76794314	432.2944	0.00016
244	0.41554242	431.6003	0.00016
245	0.4705095	435.4852	0.00016
246	0.4021217	431.13007	0.00016
247	1.3111827	432.0956	0.00016
248	0.40813065	429.96948	0.00016
249	0.40217406	430.65244	0.00016
250	0.8206849	431.02847	0.00016
251	0.7031629	430.70868	0.00016
252	0.48990655	430.47736	0.00016
253	0.4298954	429.8956	0.00016
254	1.0891702	428.8526	0.00016
255	0.85060984	430.2212	0.00016
256	0.51363146	430.42697	0.00016
257	0.4581898	428.82358	0.00016
258	0.39845502	427.45898	0.00016
259	0.83255863	428.64877	0.00016
260	0.50426084	429.08163	0.00016
261	0.40627852	427.3956	0.00016
262	1.0579774	429.307	0.00016
263	0.39902174	426.92236	0.00016
264	0.38732383	427.0477	0.00016
265	0.3830556	425.98526	0.00016
266	0.7153227	426.79105	0.00016
267	0.85237014	427.73087	0.00016
268	0.407777	425.2685	0.00016
269	0.5169302	426.23865	0.00016
270	0.39749962	425.4949	0.00016
271	0.3829642	425.1173	0.00016
272	0.37953788	427.29626	0.00016
273	1.1257352	425.73297	0.00016
274	0.6220449	425.28815	0.00016
275	0.4456289	424.87662	0.00016
276	0.37273085	424.39526	0.00016
277	0.75235534	423.8184	0.00016
278	0.4115091	425.01022	0.00016
279	0.3750773	424.14734	0.00016
280	1.5262495	426.0061	0.00016
281	0.63662404	426.32492	0.00016
282	0.40357676	422.24942	0.00016
283	0.65538013	422.8674	0.00016
284	0.55929583	423.7252	0.00016
285	0.41045928	422.91428	0.00016
286	0.36891642	422.25656	0.00016
287	0.7063069	423.10776	0.00016
288	0.37626958	421.9892	0.00016
289	0.6608241	422.44653	0.00016
290	0.6474569	422.1831	0.00016
291	0.4006686	422.1284	0.00016
292	0.36257932	421.246	0.00016
293	0.3872462	420.6782	0.00016
294	0.9472079	421.52985	0.00016
295	0.4409136	421.0591	0.00016
296	0.35566244	420.80872	0.00016
297	0.51326513	419.25134	0.00016
298	0.42579365	420.84842	0.00016
299	0.3483426	421.29614	0.00016
300	0.5774826	419.02902	0.00016
301	0.8593593	421.62335	0.00016
302	0.41619805	418.60266	0.00016
303	0.37460425	418.40833	0.00016
304	0.3880072	419.08786	0.00016
305	0.6746319	419.10526	0.00016
306	0.945657	418.4442	0.00016
307	0.35800195	418.47195	0.00016
308	0.3739828	417.73993	0.00016
309	0.36783823	418.35132	0.00016
310	0.34183908	417.9852	0.00016
311	1.0427911	420.81454	0.00016
312	0.37097713	416.77002	0.00016
313	0.49446288	419.06122	0.00016
314	1.1659728	416.95444	0.00016
315	0.3970738	418.38644	0.00016
316	0.35967833	416.9203	0.00016
317	0.34913296	416.3194	0.00016
318	0.35322532	416.05392	0.00016
319	0.34782586	417.51447	0.00016
320	0.36151987	415.4747	0.00016
321	0.8594133	416.79288	0.00016
322	0.4643148	415.46494	0.00016
323	0.3551456	415.50977	0.00016
324	0.34680536	415.65607	0.00016
325	0.3536089	414.94037	0.00016
326	0.7305301	415.87152	0.00016
327	0.34438127	414.9917	0.00016
328	0.34878203	414.44934	0.00016
329	1.1053513	416.35538	0.00016
330	0.41170427	414.01056	0.00016
331	0.39680058	414.64014	0.00016
332	0.4383728	414.46802	0.00016
333	0.58458304	415.78317	0.00016
334	0.6135741	412.77945	0.00016
335	0.37300056	413.91226	0.00016
336	0.3897313	413.66623	0.00016
337	0.3425973	412.6009	0.00016
338	0.62997013	412.82083	0.00016
339	0.50686705	414.15656	0.00016
340	0.35160682	412.50012	0.00016
341	0.3854928	413.09515	0.00016
342	0.35440022	414.15128	0.00016
343	0.34663752	414.9505	0.00016
344	0.9480496	412.3484	0.00016
345	0.5933458	412.34515	0.00016
346	0.34046108	411.64398	0.00016
347	0.34688932	411.01413	0.00016
348	0.34708074	411.39703	0.00016
349	0.7502141	412.4525	0.00016
350	0.3694119	411.4238	0.00016
351	0.5046731	412.63132	0.00016
352	0.34624374	411.96054	0.00016
353	0.6697919	410.7964	0.00016
354	0.41815585	410.79678	0.00016
355	0.3380466	410.14365	0.00016
356	0.3388751	411.08368	0.00016
357	0.34246275	409.4744	0.00016
358	0.8405145	414.70126	0.00016
359	0.37478048	410.04282	0.00016
360	0.32862917	409.2189	0.00016
361	0.33561796	410.1196	0.00016
362	0.34508303	410.32263	0.00016
363	0.793258	409.79376	0.00016
364	0.3675958	409.40564	0.00016
365	0.335824	409.13828	0.00016
366	0.60525954	409.76108	0.00016
367	0.3886997	409.41235	0.00016
368	0.34909812	408.8131	0.00016
369	0.34063077	407.92218	0.00016
370	0.33689862	409.0913	0.00016
371	0.6482389	408.78525	0.00016
372	0.6922576	408.7073	0.00016
373	0.37148988	408.37558	0.00016
374	0.3372672	407.57883	0.00016
375	0.582358	407.72778	0.00016
376	0.35580507	409.10144	0.00016
377	0.34115925	407.06186	0.00016
378	0.33952194	406.4265	0.00016
379	1.0366961	406.9447	0.00016
380	0.34639695	409.4001	0.00016
381	0.33989453	405.9955	0.00016
382	0.42763487	405.8813	0.00016
383	0.3421962	406.01917	0.00016
384	0.6404302	405.4136	0.00016
385	0.3698243	405.48837	0.00016
386	0.34077924	405.00598	0.00016
387	0.34320173	405.79465	0.00016
388	0.33380544	404.33163	0.00016
389	0.33731762	404.24902	0.00016
390	0.33723283	404.50458	0.00016
391	0.7641525	405.98245	0.00016
392	0.34533507	403.95535	0.00016
393	0.35496622	402.8353	0.00016
394	0.45583126	407.92844	0.00016
395	0.34438103	403.14658	0.00016
396	0.33709958	407.85406	0.00016
397	0.6141698	402.80112	0.00016
398	0.38584444	420.16656	0.00016
399	0.33200127	403.2055	0.00016
400	0.33919472	403.71872	0.00016
401	0.32559675	400.9318	0.00016
402	0.33852047	401.6253	0.00016
403	0.3280912	402.61816	0.00016
404	0.73119766	402.46002	0.00016
405	0.35281804	401.7148	0.00016
406	0.53101623	403.12122	0.00016
407	0.35831985	402.62717	0.00016
408	0.3357047	400.86975	0.00016
409	0.34572983	403.6011	0.00016
410	0.3291182	400.44754	0.00016
411	0.32461524	400.74222	0.00016
412	0.7242802	400.92416	0.00016
413	0.39377528	403.39978	0.00016
414	0.33899364	400.29544	0.00016
415	0.3200027	401.26566	0.00016
416	0.32575962	399.97095	0.00016
417	0.3324307	400.43448	0.00016
418	0.58204305	403.28128	0.00016
419	0.4973458	405.281	0.00016
420	0.32460362	399.83115	0.00016
421	0.3983308	399.1384	0.00016
422	0.34857646	400.4905	0.00016
423	0.5102614	400.42462	0.00016
424	0.31926674	399.46976	0.00016
425	0.34249327	401.03122	0.00016
426	0.32887596	398.98248	0.00016
427	0.83694	400.19528	0.00016
428	0.35419515	399.19452	0.00016
429	0.6473468	399.08728	0.00016
430	0.32311296	398.8107	0.00016
431	0.33810908	398.17944	0.00016
432	0.32975784	398.72867	0.00016
433	0.34427407	397.8147	0.00016
434	0.32585368	398.48544	0.00016
435	0.32598215	398.06702	0.00016
436	0.8294407	399.6929	0.00016
437	0.33217895	398.2402	0.00016
438	0.33593962	397.79352	0.00016
439	0.33792818	403.66125	0.00016
440	0.42921558	406.45044	0.00016
441	0.33828092	397.12482	0.00016
442	0.33142215	396.14783	0.00016
443	0.32144317	396.13306	0.00016
